Epoch,Train Loss,Test AUC,Test Acc
155,31.003347063189956,0.6128104649762202,0.5945836291713156
156,31.082989659082376,0.6173707959825019,0.5979984447374649
157,31.902666561853074,0.6187590435939865,0.5982351151232377
158,31.704410061306334,0.6176594788259604,0.5990803665009974
159,31.447449532099295,0.6177923733965685,0.6002299083747507
160,31.51569770186313,0.6200580617903018,0.6021908915711532
161,31.42433369437384,0.6187352549388463,0.6017851709098286
162,31.324446348508083,0.618422859404419,0.600601818980965
163,30.883638488871593,0.6132001991590672,0.5962065118166142
164,31.790395249854402,0.6145350724444192,0.5992156067214389
165,31.874086034712896,0.6117856774396998,0.5963417520370559
166,31.71480493979466,0.6104007698778889,0.5931636068566791
167,31.1614286906037,0.6091604292564423,0.5919464448727051
168,31.615927749460752,0.609022034405028,0.5926564560300234
169,31.670250252857002,0.6099604364350566,0.594448388950874
170,31.354451701295503,0.6126235337668577,0.5965446123677182
171,31.607732915122533,0.6130206317265977,0.5978632045170233
172,31.72964254094276,0.6118335324939831,0.5966122324779389
173,31.87673030903184,0.6120874189990476,0.5964769922574974
174,32.28159109668846,0.6073742243405253,0.592453595699361
175,31.79293272773759,0.6053329697181649,0.5891740203536532
176,31.747476168624676,0.6059225371501595,0.5889035399127701
177,31.44311919417109,0.6054149350594166,0.5886330594718869
178,31.281807176268117,0.6113953165524363,0.5946850593366467
179,30.922799556846716,0.6147330659362839,0.5992832268316597
180,30.988787540649252,0.616220064597083,0.6017851709098286
181,31.926634838419705,0.6117885783215061,0.5949217297224194
182,31.993144578090888,0.6112616979483169,0.5948202995570883
183,31.71025098251295,0.6087086299714456,0.591067383439835
184,31.80597281669004,0.6112290357283713,0.5949555397775298
185,32.00024972912663,0.6129398936814948,0.597660344186361
186,31.902027015048493,0.6124670997985477,0.5962065118166142
187,32.18809980731403,0.6075597359694294,0.591675964431822
188,32.08927724577532,0.6051780811459727,0.5893768806843155
189,31.796429275918243,0.6076348479180667,0.5917435845420428
190,31.68502810298834,0.6064762898490834,0.5916421543767116
191,32.191316593533536,0.6070897883690402,0.5939074280691078
192,32.27741073453375,0.6057515963989374,0.5918450147073739
193,32.28212618737299,0.60386881016036,0.5899178415660817
194,32.31616784493033,0.6041325174084956,0.5882611488656726
195,32.57032942512194,0.6005899947304603,0.5874835175981337
196,32.26305732514611,0.6014673310619729,0.5871454170470298
197,32.68441316348034,0.6037540900178283,0.5897487912905298
198,31.799473492095114,0.605480501635105,0.5908307130540623
199,31.794065718114638,0.6043660668804709,0.5924874057544713
200,32.06149890876471,0.6047521049315893,0.5927916962504649
