Epoch,Train Loss,Test AUC,Test Acc
1,33.32207144846071,0.6796447996043785,0.645535382222673
2,31.329154602849894,0.7178315376748345,0.672684856476316
3,30.976081951216276,0.7256312064805415,0.6767420630895629
4,30.797222751883268,0.728619152723166,0.6792778172228421
5,30.75734905041694,0.7300726369409684,0.6799540183250499
6,30.73797300708134,0.7311189816850857,0.6799202082699395
7,30.717041327904855,0.7320595819283324,0.6816783311356798
8,30.666029509460014,0.7324949397179195,0.6813064205294654
9,30.673890891722753,0.7328501980362216,0.6812049903641343
10,30.675553440131072,0.733112616267319,0.6810359400885824
11,30.679142789928722,0.7333468494168396,0.6813064205294654
12,30.694583769316022,0.7335553758158848,0.6815769009703486
13,30.69061219231476,0.73370560446092,0.6816783311356798
14,30.691496383158086,0.7338847659598469,0.681441660749907
15,30.6866595797895,0.7342159483834849,0.6826250126787706
16,30.67467211611054,0.7341106525460033,0.6818811914663421
17,30.687811973196222,0.7343188584711992,0.6823883422929979
18,30.696640126221357,0.7344324059168303,0.6820164316867836
19,30.513475863819274,0.7331979810052539,0.679784968049498
20,30.71582784169785,0.7338444408540823,0.6822869121276668
21,30.642236523417857,0.7340377245673022,0.682219292017446
22,30.659045667719266,0.7335272429596762,0.6811373702539135
23,30.690181651353054,0.7333356684403192,0.6811373702539135
24,30.670960114149675,0.7328212438174067,0.680664029482368
25,30.705074204159448,0.7326056622459158,0.6801906887108226
26,30.683952462341708,0.7325762522420707,0.6808668898130303
27,30.68622105338164,0.732490426971345,0.6807654596476992
28,30.71756437229684,0.7320198028150519,0.6800892585454914
29,30.700251433496362,0.7318656050420459,0.6798525881597187
30,30.684654851192914,0.731066359879029,0.6803597389863746
31,30.69973450839942,0.7301740040064454,0.6804273590965954
32,30.699478790430373,0.7300833051593298,0.680055448490381
33,30.70435363535756,0.7295486906839106,0.679446867498394
34,30.757435135953056,0.7287031192455656,0.6790073367819589
35,30.853483275828097,0.7283229755393943,0.6786692362308551
36,30.85994569824044,0.7276567104066785,0.6786692362308551
37,30.874573033079216,0.7275922927890867,0.6782635155695304
38,30.773836966421737,0.727398795426634,0.6783987557899719
39,30.72304097283891,0.7258306124312233,0.6761672921526862
40,30.77219455769364,0.7254161851448169,0.6772492139162187
41,30.763862615400022,0.7238458371705131,0.6757277614362511
42,30.79498735960203,0.7228365486988975,0.6750853703891537
43,30.79862757937595,0.7212694885488996,0.674071068735842
44,30.806482040249307,0.7189026870948885,0.6715353146025628
45,30.812135443267476,0.7179259658880037,0.6718396050985563
46,30.740077711200996,0.7166060266840295,0.6693038509652771
47,30.875355291372358,0.7174768206012554,0.6715691246576732
48,30.69731873120032,0.7171435491628961,0.6726172363660953
49,30.82312615739153,0.7160142776559792,0.6721438955945498
50,30.89133262715904,0.7160144533231263,0.6733272475234134
51,30.88367194970322,0.7136555260302866,0.6712986442167901
52,30.783121463725063,0.711752305429525,0.669472901240829
53,30.71022950160856,0.7108294285770852,0.6672752476586536
54,30.813452158681546,0.7119707665178987,0.6685262196977381
55,30.397287286277624,0.7125618366161646,0.6693376610203875
56,30.95594691240831,0.7107734928340386,0.6642661527538289
57,30.922491422201308,0.7102781589570233,0.6674781079893161
58,30.834923184533267,0.7094515738138396,0.6691348006897251
59,30.89389337678168,0.7082094765209226,0.6683571694221861
60,30.85048492636179,0.7071590225898929,0.6657199851235758
61,30.729164638721414,0.706175780333645,0.6678162085404199
62,30.83961926362835,0.7032621602852569,0.6655171247929134
63,30.85126912904903,0.7026593703396278,0.6649085438009263
64,30.914290161808065,0.7022302629770425,0.6614261081245563
65,30.762288060150034,0.699450002779814,0.6603779964161341
66,30.8637983468501,0.6993652694940563,0.6613584880143355
67,30.828786928127577,0.6985837738345304,0.6612232477938939
68,30.776403375346124,0.6965612562498928,0.6590255942117186
69,30.90538035453659,0.6951390004282955,0.6582141528890693
70,30.759059580843648,0.6960510713773126,0.6607837170774589
71,30.632552473479866,0.695893749577746,0.660276566250803
72,30.65030315534922,0.6966191741830445,0.6607499070223485
73,30.796815730003996,0.6940122025047191,0.658890353991277
74,30.77038858212531,0.6921474814957213,0.6579098623930757
75,30.742962864950382,0.6901055313264137,0.6565574601886601
76,30.750141630606148,0.687147116155533,0.6531426446225107
77,30.75000315633422,0.6857033411084246,0.6501673597727964
78,30.849276900546098,0.6840193388638731,0.6536159853940562
79,30.835414922621297,0.6860413436903517,0.6565912702437705
80,30.786993005314184,0.6802240003008182,0.64874733745816
81,30.995537811820334,0.6785463648034065,0.6496263988910302
82,31.008397960572015,0.6754531250971807,0.6466511140413159
83,30.957074587915983,0.673245029414989,0.6460425330493289
84,31.10580481993279,0.6725187739515627,0.6464482537106535
85,31.040533372340317,0.6691311730800448,0.643980119687595
86,30.846361395031842,0.6671694244588775,0.6394833823579132
87,30.907686393599604,0.6640083962249415,0.6395848125232444
88,31.122715613423352,0.6652539665048329,0.641106265003212
89,31.11542000274661,0.6621475351454175,0.6393819521925821
90,31.267783977389886,0.6583452268696101,0.6334313824931534
91,31.368917231864074,0.6581470672061198,0.6331947121073808
92,31.43292280208017,0.6563885251180993,0.6336004327687054
93,31.017110469863855,0.65423919721823,0.6313351590763093
94,31.099928313935447,0.6564138354305538,0.634344253981134
95,31.25551484681446,0.6556400833687794,0.634513304256686
96,30.924397706892496,0.6541379488467713,0.6317408797376339
97,31.125720417775813,0.6519036360298256,0.6299489468167833
98,31.19347535977094,0.6525012960199854,0.6310308685803158
99,31.135776014779577,0.6546821443033447,0.6316394495723028
100,31.023192771916623,0.6544242222016592,0.6320789802887379
101,31.311981083111693,0.6532175194649881,0.6298475166514521
102,31.20919034753857,0.6489018476907913,0.6282584440612639
103,30.661912375337927,0.6491167503324976,0.6252155391013288
104,30.966050045293983,0.6504216296394346,0.6252493491564391
105,31.00338586077141,0.6530726605373393,0.6267708016364066
106,31.163997383472083,0.6536117331600844,0.626534131250634
107,31.543944958575068,0.6480287202491662,0.6247760083848937
108,31.261128869420013,0.6482572109820833,0.625587449707543
109,31.22099596536708,0.6471750989825027,0.6235250363458092
110,31.42388894195089,0.6457222414691167,0.625147918991108
111,31.06954942644422,0.6467602942491182,0.62619603069953
112,31.341356628772942,0.6442440665216352,0.6240659972275755
113,31.171717983682832,0.643813743732303,0.6211921425431923
114,31.14424370612708,0.6448710819163918,0.6231193156844845
115,30.888436364718604,0.6451313517857586,0.6216992933698482
116,30.892876011870957,0.6466524583596458,0.6222402542516144
117,31.223210262659226,0.6448180802894767,0.6210230922676404
118,31.1877416979757,0.6424030439603238,0.6199411705041079
119,31.283562974034073,0.6429356976105612,0.6233559860702573
120,31.311675619167104,0.6427808778808997,0.6232883659600366
121,31.37039115573127,0.6401254291916354,0.6191297291814586
122,31.08385259916201,0.640359942459039,0.6214626229840755
123,31.1367626824609,0.6390990701463132,0.6185211481894716
124,31.32628372662463,0.6366391840954193,0.6151401426784325
125,30.432189543490143,0.633641113253037,0.6117591371673936
126,31.205791630054083,0.6317804088496171,0.6103053047976468
127,31.482872986900478,0.6333844920377916,0.6126043885451533
128,31.714496488104075,0.6302579111818358,0.6118943773878351
129,31.353321726510114,0.6312554703105667,0.6133482097575819
130,31.476272042136134,0.6310531682258391,0.6125705784900429
131,31.438152737167574,0.6273745153782582,0.6091219528687831
132,31.230677588482976,0.6252932703672645,0.6051661764208676
133,31.212077566389326,0.624616128114715,0.6063833384048416
134,31.432858455365295,0.6236108420053952,0.6061466680190689
135,31.525027735191944,0.6243547211566531,0.6064847685701727
136,31.221989616343155,0.6240510116504826,0.6067552490110559
137,31.66007010489067,0.6246128141777252,0.607025729451939
138,31.6452935487588,0.6256025893527383,0.6085471819319066
139,31.195309104000884,0.6223501762202612,0.6034418636102377
140,31.487544786851092,0.6192318802067802,0.6023937519018157
141,31.681872605372433,0.6154327125746959,0.5994184670521013
142,31.422326185223383,0.6159453520395739,0.5981674950130169
143,31.756057083195188,0.6179014935553184,0.6005003888156337
144,31.853599699047855,0.6178927078240866,0.6012442100280624
145,31.716573839621823,0.6187683230923342,0.6005680089258546
146,31.58295781576864,0.6193350063176077,0.6006694390911858
147,31.35622849451235,0.6178375815742445,0.5990803665009974
148,31.62666326468692,0.6193053399346832,0.600432768705413
149,31.79775412402298,0.6211564158793416,0.6037461541062312
150,31.468036598351404,0.6200680178445536,0.6011765899178416
151,31.492467168853036,0.6189665848326802,0.5984041653987896
152,31.479717921252266,0.6181535806590661,0.5979308246272441
153,31.651131736249244,0.6176523239505396,0.5962065118166142
154,31.27005979547012,0.6194113859183601,0.5994860871623221
